1,201,1,0.1,45.3
2,201,1,0.2,90.6
3,201,1,0.3,135.9
4,201,1,0.4,181.2
5,201,1,0.5,226.5
6,201,1,0.6,271.8
7,201,1,0.7,317.1
8,201,1,0.8,362.4
9,201,1,0.9,407.7
10,201,2,0.1,45.2
11,201,2,0.2,90.4
12,201,2,0.3,135.6
13,201,2,0.4,180.8
14,201,2,0.5,226
15,201,2,0.6,271.2
16,201,2,0.7,316.4
17,201,2,0.8,361.6
18,201,2,0.9,406.8
19,201,3,0.1,45.2
20,201,3,0.2,90.4
21,201,3,0.3,135.6
22,201,3,0.4,180.8
23,201,3,0.5,226
24,201,3,0.6,271.2
25,201,3,0.7,316.4
26,201,3,0.8,361.6
27,201,3,0.9,406.8
28,201,4,0.1,45.2
29,201,4,0.2,90.4
30,201,4,0.3,135.6
31,201,4,0.4,180.8
32,201,4,0.5,226
33,201,4,0.6,271.2
34,201,4,0.7,316.4
35,201,4,0.8,361.6
36,201,4,0.9,406.8
37,201,5,0.1,45.3
38,201,5,0.2,90.6
39,201,5,0.3,135.9
40,201,5,0.4,181.2
41,201,5,0.5,226.5
42,201,5,0.6,271.8
43,201,5,0.7,317.1
44,201,5,0.8,362.4
45,201,5,0.9,407.7
46,202,1,0.1,45.3
47,202,1,0.2,90.6
48,202,1,0.3,135.9
49,202,1,0.4,181.2
50,202,1,0.5,226.5
51,202,1,0.6,271.8
52,202,1,0.7,317.1
53,202,1,0.8,362.4
54,202,1,0.9,407.7
55,202,2,0.1,45.2
56,202,2,0.2,90.4
57,202,2,0.3,135.6
58,202,2,0.4,180.8
59,202,2,0.5,226
60,202,2,0.6,271.2
61,202,2,0.7,316.4
62,202,2,0.8,361.6
63,202,2,0.9,406.8
64,202,3,0.1,45.2
65,202,3,0.2,90.4
66,202,3,0.3,135.6
67,202,3,0.4,180.8
68,202,3,0.5,226
69,202,3,0.6,271.2
70,202,3,0.7,316.4
71,202,3,0.8,361.6
72,202,3,0.9,406.8
73,202,4,0.1,45.2
74,202,4,0.2,90.4
75,202,4,0.3,135.6
76,202,4,0.4,180.8
77,202,4,0.5,226
78,202,4,0.6,271.2
79,202,4,0.7,316.4
80,202,4,0.8,361.6
81,202,4,0.9,406.8
82,202,5,0.1,45.3
83,202,5,0.2,90.6
84,202,5,0.3,135.9
85,202,5,0.4,181.2
86,202,5,0.5,226.5
87,202,5,0.6,271.8
88,202,5,0.7,317.1
89,202,5,0.8,362.4
90,202,5,0.9,407.7
91,203,1,0.1,45.3
92,203,1,0.2,90.6
93,203,1,0.3,135.9
94,203,1,0.4,181.2
95,203,1,0.5,226.5
96,203,1,0.6,271.8
97,203,1,0.7,317.1
98,203,1,0.8,362.4
99,203,1,0.9,407.7
100,203,2,0.1,45.4
101,203,2,0.2,90.8
102,203,2,0.3,136.2
103,203,2,0.4,181.6
104,203,2,0.5,227
105,203,2,0.6,272.4
106,203,2,0.7,317.8
107,203,2,0.8,363.2
108,203,2,0.9,408.6
109,203,3,0.1,45.4
110,203,3,0.2,90.8
111,203,3,0.3,136.2
112,203,3,0.4,181.6
113,203,3,0.5,227
114,203,3,0.6,272.4
115,203,3,0.7,317.8
116,203,3,0.8,363.2
117,203,3,0.9,408.6
118,203,4,0.1,45.3
119,203,4,0.2,90.6
120,203,4,0.3,135.9
121,203,4,0.4,181.2
122,203,4,0.5,226.5
123,203,4,0.6,271.8
124,203,4,0.7,317.1
125,203,4,0.8,362.4
126,203,4,0.9,407.7
127,204,1,0.1,45.3
128,204,1,0.2,90.6
129,204,1,0.3,135.9
130,204,1,0.4,181.2
131,204,1,0.5,226.5
132,204,1,0.6,271.8
133,204,1,0.7,317.1
134,204,1,0.8,362.4
135,204,1,0.9,407.7
136,204,2,0.1,45.3
137,204,2,0.2,90.6
138,204,2,0.3,135.9
139,204,2,0.4,181.2
140,204,2,0.5,226.5
141,204,2,0.6,271.8
142,204,2,0.7,317.1
143,204,2,0.8,362.4
144,204,2,0.9,407.7
145,204,3,0.1,45.3
146,204,3,0.2,90.6
147,204,3,0.3,135.9
148,204,3,0.4,181.2
149,204,3,0.5,226.5
150,204,3,0.6,271.8
151,204,3,0.7,317.1
152,204,3,0.8,362.4
153,204,3,0.9,407.7
154,204,4,0.1,45.3
155,204,4,0.2,90.6
156,204,4,0.3,135.9
157,204,4,0.4,181.2
158,204,4,0.5,226.5
159,204,4,0.6,271.8
160,204,4,0.7,317.1
161,204,4,0.8,362.4
162,204,4,0.9,407.7
